Order,Part Number,Quantity,Balance,Total Price,Value of Balance,Customer Number,Customer Name,Due Date,Part Description,Unit,Curr,Total Price ($),Date of Execution,Order Status,Territory Name,Family Description,Country,Sales Rep Name,is_executed
SO25000240,DEL-1,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,Delivery & Setup,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000240,MRK000899_rev002.ww,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,Omnimax S3 Window Decal,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000240,MRK00981.CA,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,Omnimax S3 Rollup Banner,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Marketing Parts,Unknown,Kim Benisty,True
SO25000240,OMNIMAX-S3,1,1,61668.99,61668.99,101838,Royal Reflex,2025-04-22,Omnimax S3 Machine,ea,CAD,61668.99,2025-04-23,Confirmed,Quebec,Systems,Unknown,Kim Benisty,True
SO25000240,PRD-DPC-DUALVP,1,1,5312.31,5312.31,101838,Royal Reflex,2025-04-22,Hand Piece 1.5 VP2,ea,CAD,5312.31,2025-04-23,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000240,PRD-DPC-HR635,1,1,4542.41,4542.41,101838,Royal Reflex,2025-04-22,Hand Piece 6.4/635 Hair Removal,ea,CAD,4542.41,2025-04-23,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000240,PRD-DPC-SR580,1,1,4542.41,4542.41,101838,Royal Reflex,2025-04-22,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4542.41,2025-04-23,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000240,PRD-RF-FACE,1,1,6082.21,6082.21,101838,Royal Reflex,2025-04-22,RF Face (1 Tip),ea,CAD,6082.21,2025-04-23,Confirmed,Quebec,Handles,Unknown,Kim Benisty,True
SO25000240,S3 Yearly Warranty,4,4,0.0,0.0,101838,Royal Reflex,2025-04-22,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Warranty,Unknown,Kim Benisty,True
SO25000240,SL TOTAL MARKETING,1,1,0.0,0.0,101838,Royal Reflex,2025-04-22,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000240,Train-1,5,5,0.0,0.0,101838,Royal Reflex,2025-04-22,Training & Certification,ea,CAD,0.0,2025-04-23,Confirmed,Quebec,Default part family,Unknown,Kim Benisty,True
SO25000243,PRD-FLOW-635L,1,1,0.0,0.0,102025,Sugar By Lyss,2025-04-23,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-06,Confirmed,Manitoba,Handles,Canada,Tara Jordan,True
SO25000243,PRD-FLOW-635S,1,1,0.0,0.0,102025,Sugar By Lyss,2025-04-23,Flow 3.4 hand piece,ea,CAD,0.0,2025-05-06,Confirmed,Manitoba,Handles,Canada,Tara Jordan,True
SO25000243,Smooth Regular Warrant,2,2,0.0,0.0,102025,Sugar By Lyss,2025-04-23,SMOOTH Additional Year Regular Warranty,ea,CAD,0.0,2025-05-06,Confirmed,Manitoba,Default part family,Canada,Tara Jordan,True
SO25000244,MRK00907Rev.01ww,1,1,0.0,0.0,102027,Dolly Diva Spa Inc.,2025-04-24,Rapid Peel Wall Decal,ea,CAD,0.0,2025-04-24,Confirmed,Ontario Beauty,Default part family,Canada,Petherick Jennifer,True
SO25000245,000,-1,-1,-1590.0,-1590.0,101809,Ravneet Kuar,2025-04-24,Rebate (HR635F-22-06-02 returned through SC25000362,ea,CAD,-1590.0,2025-04-24,Confirmed,Alberta,Default part family,Canada,Kathie Abou-Mechrek,True
SO25000249,PRD-00064-C,-1,-1,-801.0,-801.0,100079,Gee Beauty,2025-04-28,VP² 1.5cm² 535nm cooling hand piece US,ea,CAD,-801.0,2025-04-28,Confirmed,Ontario WEST,Handles,Canada,General,True
SO25000250,Train-2,1,1,750.0,750.0,102008,I've Got You Glowing (Kim McMullin),2025-04-28,Training & Certification,ea,CAD,750.0,2025-04-28,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000252,MRK00982.CA,1,1,0.0,0.0,102028,Simply Posh Esthetics,2025-04-29,Rapid DPC Rollup Banner,ea,CAD,0.0,2025-04-29,Confirmed,British Columbia,Marketing Parts,Canada,Kathie Abou-Mechrek,True
SO25000252,Poster Rapid DPC,1,1,0.0,0.0,102028,Simply Posh Esthetics,2025-04-29,Poster Rapid DPC,ea,CAD,0.0,2025-04-29,Confirmed,British Columbia,Default part family,Canada,Kathie Abou-Mechrek,True
SO25000253,Train-2,1,1,500.0,500.0,100964,2657363 Ontario Inc. o/a Ice21,2025-04-29,Training & Certification,ea,CAD,500.0,2025-04-29,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000254,PRD-FLOW-635L,1,1,0.0,0.0,102029,Beauty Zer Ner,2025-04-29,Flow 6.4 hand piece,ea,CAD,0.0,2025-04-29,Confirmed,Alberta,Handles,Canada,Jackie Kaufman,True
SO25000255,OmniMaxBPR-BPRMaintWar,1,1,6900.0,6900.0,100459,Beauty Marx Aesthetic Medspa,2025-04-30,OMNIMAX Bumper-Bumper Maint - 1 Year Warranty,ea,$,9876.62,2025-04-30,Confirmed,Pennsylvania,Warranty,United States,Anita Eimiakhena,True
SO25000257,PRD-DPC-HR635,-1,-1,-1000.0,-1000.0,100882,Gallery Beauty Salon,2025-04-30,Hand Piece 6.4/635 Hair Removal,ea,CAD,-1000.0,2025-04-30,Confirmed,British Columbia,Handles,Canada,General,True
SO25000262,PRD-DPC-HR635,-1,-1,-900.0,-900.0,100869,Naked Yeti Waxing,2025-05-01,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-05-01,Confirmed,British Columbia,Handles,Canada,General,True
SO25000263,PRD-DPC-HR635,2,2,0.0,0.0,102034,Fresh Face Esthetics,2025-05-01,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-01,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000265,PRD-FLOW-635L,1,1,0.0,0.0,102037,2713329 Alberta Inc O/A Tattva Massage &Wellness,2025-05-02,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-02,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000266,PRD-DPC-HR635,2,2,0.0,0.0,102036,The Wrinkle Wrangler,2025-05-02,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-02,Confirmed,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000268,PRD-DPC-HR635,-1,-1,-666.66,-666.66,101013,Hong Nguyen Beauty Studio,2025-05-05,Hand Piece 6.4/635 Hair Removal,ea,CAD,-666.66,2025-05-05,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000268,PRD-DPC-SR580,-1,-1,-666.66,-666.66,101013,Hong Nguyen Beauty Studio,2025-05-05,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,-666.66,2025-05-05,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000269,DPC Yearly Warranty,4,4,7800.0,7800.0,100972,United Beauty,2025-05-05,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,2025-05-05,Confirmed,Ontario WEST,Warranty,Canada,Ciarah Gonzalez,True
SO25000269,PRD-DPC-HR635,2,2,0.0,0.0,100972,United Beauty,2025-05-05,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-05,Confirmed,Ontario WEST,Handles,Canada,Ciarah Gonzalez,True
SO25000269,Shipping Ontario,1,1,0.0,0.0,100972,United Beauty,2025-05-05,Shipping and handling,ea,CAD,0.0,2025-05-05,Confirmed,Ontario WEST,Default part family,Canada,Ciarah Gonzalez,True
SO25000270,PRD-DPC-HR635R,2,1,0.0,0.0,100665,Amanda Perino (Respria Spa),2025-05-05,HR635 Hand Piece,ea,CAD,0.0,2025-05-05,Confirmed,Ontario Beauty,Used Handle,Canada,Loretta Pronesti,True
SO25000271,PRD-DPC-HR635,3,2,4130.0,4130.0,102032,Light Impact Laser Treatments Inc.,2025-05-05,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-05,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000272,Train-2,1,1,750.0,750.0,101967,Aurora Rejuve and Laser,2025-05-05,Training & Certification,ea,CAD,750.0,2025-05-05,Confirmed,Manitoba,Default part family,Canada,General,True
SO25000273,000,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,ESI 2025 6 month launch Marketing Package,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,30-034,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Wall-mount Hand Piece Rack,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,50-032,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,4 Template set,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,DEL-1,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Delivery & Setup,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,DPC Regular Warranty,2,2,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,DPC Additional Year Regular Warranty,ea,CAD,0.0,,Draft,Ontario Beauty,Warranty,Canada,Petherick Jennifer,False
SO25000273,DPC Yearly Warranty,2,2,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,,Draft,Ontario Beauty,Warranty,Canada,Petherick Jennifer,False
SO25000273,MRK000901_rev002.ww,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Rapid DPC Pro Window Decal,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,MRK00982DPCPRO CA,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Rapid Pro Roll Up Banner Eng,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,PRD-DPC-DUALVP,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Hand Piece 1.5 VP2,ea,CAD,0.0,,Draft,Ontario Beauty,Handles,Canada,Petherick Jennifer,False
SO25000273,PRD-DPC-SR580,1,1,4720.0,4720.0,102039,Glow Essence Beauty,2025-05-06,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4720.0,,Draft,Ontario Beauty,Handles,Canada,Petherick Jennifer,False
SO25000273,PRD-FLOW-635L,2,2,4720.0,4720.0,102039,Glow Essence Beauty,2025-05-06,Flow 6.4 hand piece,ea,CAD,0.0,,Draft,Ontario Beauty,Handles,Canada,Petherick Jennifer,False
SO25000273,RAPID-DPC-SH,1,1,40260.0,40260.0,102039,Glow Essence Beauty,2025-05-06,CPO Rapid DPC System,ea,CAD,40260.0,,Draft,Ontario Beauty,Used Systems,Canada,Petherick Jennifer,False
SO25000273,SL TOTAL MARKETING,1,1,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000273,Train-1,5,5,0.0,0.0,102039,Glow Essence Beauty,2025-05-06,Training & Certification,ea,CAD,0.0,,Draft,Ontario Beauty,Default part family,Canada,Petherick Jennifer,False
SO25000274,Train-2,2,2,1500.0,1500.0,101911,Lakeside Tattoo Company Ltd,2025-05-06,Training & Certification,ea,CAD,1500.0,2025-05-06,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000275,Train-2,1,1,0.0,0.0,101423,Cloud9 MedSpa & Wellness Hub(12111896 CANADA INC,2025-05-06,Training & Certification,ea,CAD,0.0,2025-05-06,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000276,PRD-DPC-HR635,2,2,0.0,0.0,101950,Glowology Laser and Esthetics (Brow & Lash Beaut,2025-05-07,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-07,Paid,Alberta,Handles,Canada,Jackie Kaufman,True
SO25000277,000,-1,-1,-3213.69,-3213.69,102031,Jellicoe Health & Wellness,2025-05-07,CPO additional 5% discount on platform TAG CPO5,ea,CAD,-3213.69,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,30-034,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Wall-mount Hand Piece Rack,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,50-032,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,4 Template set,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,DEL-1,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Delivery & Setup,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,MRK000900_rev002.ww,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Omnimax S4 Window Decal,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,MRK00978.CA,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Omnimax S4 Roll Up Banner,ea,CAD,0.0,,Draft,Saskatchewan,Marketing Parts,Unknown,Tara Jordan,False
SO25000277,OMNIMAX-S4,1,1,64281.84,64281.84,102031,Jellicoe Health & Wellness,2025-05-07,OMNIMAX S4 Machine + 1 year warranty,ea,CAD,64281.84,,Draft,Saskatchewan,Systems,Unknown,Tara Jordan,False
SO25000277,PRD-DPC-VP535,1,1,4701.12,4701.12,102031,Jellicoe Health & Wellness,2025-05-07,Hand Piece 6.4/535 VLPL,ea,CAD,4701.12,,Draft,Saskatchewan,Handles,Unknown,Tara Jordan,False
SO25000277,PRD-LASER-NQS,1,1,22230.72,22230.72,102031,Jellicoe Health & Wellness,2025-05-07,Tattoo Removal Nd:YAG QS 1064nm,ea,CAD,22230.72,,Draft,Saskatchewan,Handles,Unknown,Tara Jordan,False
SO25000277,PRD-RF-BODY,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,RF Body (2 Tips),ea,CAD,0.0,,Draft,Saskatchewan,Handles,Unknown,Tara Jordan,False
SO25000277,PRD-RF-FACE,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,RF Face (1 Tip),ea,CAD,0.0,,Draft,Saskatchewan,Handles,Unknown,Tara Jordan,False
SO25000277,S4 Yearly Warranty,2,2,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,,Draft,Saskatchewan,Warranty,Unknown,Tara Jordan,False
SO25000277,SL TOTAL MARKETING,1,1,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000277,Train-1,5,5,0.0,0.0,102031,Jellicoe Health & Wellness,2025-05-07,Training & Certification,ea,CAD,0.0,,Draft,Saskatchewan,Default part family,Unknown,Tara Jordan,False
SO25000279,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,100967,Favorite Self (At Your Door/1000 Islands),2025-05-07,HR635 Hand Piece,ea,CAD,-900.0,2025-05-07,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000283,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101414,Evrobuty,2025-05-08,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-05-08,Confirmed,Ontario Beauty,Handles,Canada,Michelle Boudreau,True
SO25000285,Train-2,1,1,1000.0,1000.0,100913,Jas Aesthetics,2025-05-08,Training & Certification,ea,CAD,1000.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000287,PRD-FLOW-635L,2,1,0.0,0.0,101663,Studio D Beauty Salon,2025-05-08,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-08,Paid,Ontario Beauty,Handles,Canada,Ciarah Gonzalez,True
SO25000288,FormaxBPR-BPRMaintWarr,1,1,3120.0,3120.0,101775,Marca College Toronto,2025-05-08,Formax Bumper-Bumper Maint - 1 Year Warranty,ea,CAD,3120.0,2025-05-08,Confirmed,General,Warranty,Canada,General,True
SO25000289,30-034,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,Wall-mount Hand Piece Rack,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000289,50-032,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,4 Template set,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000289,DEL-1,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,Delivery & Setup,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000289,DPC Yearly Warranty,3,3,0.0,0.0,102030,Liliana Marcano,2025-05-08,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Warranty,Unknown,Sabah Shaikh,True
SO25000289,MRK000901_rev002.ww,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,Rapid DPC Pro Window Decal,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000289,MRK00982.CA,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,Rapid DPC Rollup Banner,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Marketing Parts,Unknown,Sabah Shaikh,True
SO25000289,PRD-DPC-AC420,1,1,4425.0,4425.0,102030,Liliana Marcano,2025-05-08,Hand piece 3.4/420 Acne,ea,CAD,4425.0,2025-05-08,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000289,PRD-DPC-DUALVP,1,1,4657.5,4657.5,102030,Liliana Marcano,2025-05-08,Hand Piece 1.5 VP2,ea,CAD,4657.5,2025-05-08,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000289,PRD-DPC-HR635,1,1,4425.0,4425.0,102030,Liliana Marcano,2025-05-08,Hand Piece 6.4/635 Hair Removal,ea,CAD,4425.0,2025-05-08,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000289,PRD-DPC-SR580,1,1,4425.0,4425.0,102030,Liliana Marcano,2025-05-08,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,4425.0,2025-05-08,Confirmed,Ontario Beauty,Handles,Unknown,Sabah Shaikh,True
SO25000289,RAPID-DPC-SH,1,1,33667.5,33667.5,102030,Liliana Marcano,2025-05-08,CPO Rapid DPC System,ea,CAD,33667.5,2025-05-08,Confirmed,Ontario Beauty,Used Systems,Unknown,Sabah Shaikh,True
SO25000289,SL TOTAL MARKETING,1,1,0.0,0.0,102030,Liliana Marcano,2025-05-08,SL TOTAL MARKETING PACKAGE,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000289,Train-1,5,5,0.0,0.0,102030,Liliana Marcano,2025-05-08,Training & Certification,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Unknown,Sabah Shaikh,True
SO25000290,000,3,3,0.0,0.0,101081,Acuvega Wellness Centre,2025-05-08,1 Free replacement hand piece to be determined,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Canada,Loretta Pronesti,True
SO25000290,DPC Yearly Warranty,4,4,7800.0,7800.0,101081,Acuvega Wellness Centre,2025-05-08,DPC Bumper to Bumper Maint - 1 year Warranty,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Warranty,Canada,Loretta Pronesti,True
SO25000290,Shipping Ontario,1,1,0.0,0.0,101081,Acuvega Wellness Centre,2025-05-08,Shipping and handling,ea,CAD,0.0,2025-05-08,Confirmed,Ontario Beauty,Default part family,Canada,Loretta Pronesti,True
SO25000291,PRD-DPC-HR635R,2,1,0.0,0.0,101923,Eleva Beauty (Bee Saro Inc),2025-05-09,HR635 Hand Piece,ea,CAD,0.0,2025-05-09,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000292,PRD-FLOW-635L,1,1,0.0,0.0,101210,Curly Makeup Studio,2025-05-09,Flow 6.4 hand piece,ea,CAD,0.0,2025-06-02,Confirmed,Ontario Beauty,Handles,Canada,Assaf Sinai,True
SO25000293,MRK00900_PROrev.001ww,1,1,0.0,0.0,102045,Asees Skin & Laser,2025-05-09,Rapid DPC PRO Decal,ea,CAD,0.0,2025-05-26,Confirmed,Ontario Beauty,Default part family,Canada,Sabah Shaikh,True
SO25000293,PRD-FLOW-635L,1,1,0.0,0.0,102045,Asees Skin & Laser,2025-05-09,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-26,Confirmed,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000297,PRD-DPC-HR635R,-1,-1,-630.0,-630.0,101297,Jadore Laser and Spa,2025-05-09,HR635 Hand Piece,ea,CAD,-630.0,2025-05-09,Confirmed,British Columbia,Used Handle,Canada,General,True
SO25000299,PRD-DPC-HR635,-1,-1,-720.0,-720.0,100915,Iris Beauty Bar (Glam by Marya),2025-05-09,Hand Piece 6.4/635 Hair Removal,ea,CAD,-720.0,2025-05-09,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000300,000,1,1,0.0,0.0,101667,2233464 Ontario Inc. DBA Kaizen Health Group,2025-05-12,ESITO2024 HP2 - Buy 2 HP's get 1 Free,ea,CAD,0.0,2025-05-12,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000300,PRD-DPC-HR635R,2,2,5310.0,5310.0,101667,2233464 Ontario Inc. DBA Kaizen Health Group,2025-05-12,HR635 Hand Piece,ea,CAD,0.0,2025-05-12,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000300,Shipping Ontario,1,1,0.0,0.0,101667,2233464 Ontario Inc. DBA Kaizen Health Group,2025-05-12,Shipping and handling,ea,CAD,0.0,2025-05-12,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000303,000,1,1,0.0,0.0,101423,Cloud9 MedSpa & Wellness Hub(12111896 CANADA INC,2025-05-13,ESIRO2025W4 - Buy 4 yrs get 50% off + 2 DPC replacements,ea,CAD,0.0,2025-05-13,Confirmed,Ontario Beauty,Default part family,Canada,Ciarah Gonzalez,True
SO25000303,PRD-DPC-HR635,2,1,0.0,0.0,101423,Cloud9 MedSpa & Wellness Hub(12111896 CANADA INC,2025-05-13,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-13,Confirmed,Ontario Beauty,Handles,Canada,Ciarah Gonzalez,True
SO25000304,PRD-FLOW-635L,1,1,0.0,0.0,102040,Aakriti Threading and Wax Bar Inc,2025-05-13,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-13,Paid,Ontario Beauty,Handles,Canada,Sabah Shaikh,True
SO25000307,000,1,1,0.0,0.0,101308,Simply Silk Laser Hair Solution,2025-05-13,ESITO2025HP2 - Buy 2 HPs get 1 Free,ea,CAD,0.0,2025-05-20,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000307,PRD-FLOW-635L,3,3,14980.0,14980.0,101308,Simply Silk Laser Hair Solution,2025-05-13,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-20,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000307,Shipping Ontario,1,1,0.0,0.0,101308,Simply Silk Laser Hair Solution,2025-05-13,Shipping and handling,ea,CAD,0.0,2025-05-20,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000308,Train-2,1,1,750.0,750.0,101191,Lift Laser & Spa (Kathy Mckenzie),2025-05-13,Training & Certification,ea,CAD,750.0,2025-05-13,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000309,Train-2,1,1,750.0,750.0,101045,Mobile NP Inc / Ryfine,2025-05-14,Training & Certification,ea,CAD,750.0,2025-05-14,Confirmed,Newfoundland,Default part family,Canada,General,True
SO25000312,PRD-FLOW-635L,-2,-2,-2120.0,-2120.0,101308,Simply Silk Laser Hair Solution,2025-05-20,Flow 6.4 hand piece,ea,CAD,-1060.0,2025-05-20,Confirmed,Ontario Beauty,Handles,Canada,General,True
SO25000316,000,-1,-1,-900.0,-900.0,101456,Tiffany Aesthetics,2025-05-21,Rebate return of HR635-22-01-79 - Ref SC24001246,ea,CAD,-900.0,2025-05-21,Confirmed,Newfoundland,Default part family,Canada,General,True
SO25000317,Train-2,1,1,750.0,750.0,101051,Timeless Salon and Spa Incorporated,2025-05-22,Training & Certification,ea,CAD,750.0,2025-05-22,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000319,PRD-FLOW-635L,1,1,0.0,0.0,102048,Glisten Glow Aesthetics,2025-05-22,Flow 6.4 hand piece,ea,CAD,0.0,2025-05-29,Confirmed,Manitoba,Handles,Canada,Tara Jordan,True
SO25000321,Train-2,2,2,0.0,0.0,101774,Calm Waters Day Spa & Laser Clinic,2025-05-22,Training & Certification,ea,CAD,0.0,2025-05-22,Confirmed,Ontario Beauty,Default part family,Canada,General,True
SO25000322,PRD-DPC-HR635,2,2,0.0,0.0,101527,Golden Touch Beauty (Windsorland Homes/Lara),2025-05-27,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-06-04,Confirmed,Ontario Beauty,Handles,Canada,Petherick Jennifer,True
SO25000326,PRD-DPC-HR635R,-1,-1,-900.0,-900.0,101247,Ottawa SMP,2025-05-28,HR635 Hand Piece,ea,CAD,-900.0,2025-05-28,Confirmed,Ontario Beauty,Used Handle,Canada,General,True
SO25000327,PRD-DPC-HR635,2,2,0.0,0.0,102051,Kovalchuk Cosmetology,2025-05-29,Hand Piece 6.4/635 Hair Removal,ea,CAD,0.0,2025-05-29,Confirmed,Alberta,Handles,Canada,Kathie Abou-Mechrek,True
SO25000329,PRD-DPC-HR635,-1,-1,-900.0,-900.0,101131,"Essence Medical (St John's, NL)",2025-05-29,Hand Piece 6.4/635 Hair Removal,ea,CAD,-900.0,2025-05-29,Confirmed,Newfoundland,Handles,Canada,General,True
SO25000330,Formax+BPR-BPRMaintWar,1,1,5900.0,5900.0,100822,Marca College Mississauga,2025-05-30,FORMAX Plus Bumper-Bumper Maint-1 Year Warranty,ea,CAD,5900.0,2025-05-30,Confirmed,Ontario WEST,Warranty,Canada,Anita Eimiakhena,True
SO25000342,PRD-DPC-DUALVP,-1,-1,0.0,0.0,101418,The Skinn Studio HRM,2025-06-05,Hand Piece 1.5 VP2,ea,CAD,0.0,2025-06-05,Confirmed,Nova Scotia,Handles,Canada,Michelle Boudreau,True
SO25000342,PRD-DPC-SR580,-1,-1,0.0,0.0,101418,The Skinn Studio HRM,2025-06-05,Hand Piece 3.4/580 Skin Rejuvenation,ea,CAD,0.0,2025-06-05,Confirmed,Nova Scotia,Handles,Canada,Michelle Boudreau,True
SO25000344,S4 Yearly Warranty,2,2,7900.0,7900.0,101064,"Essence Medical (Cornerbrook, NL)",2025-06-02,Additional 1 Year Bumper to Bumper Warranty,ea,CAD,0.0,2025-06-09,Confirmed,Newfoundland,Warranty,Canada,Ciarah Gonzalez,True
